INFO loading price and annual actual data
INFO [263/334] 2025-10-21 solved: plan_kWh=68263.226 emergency_kWh=4619.623 total_cost=59884.014
INFO [264/334] 2025-10-22 solved: plan_kWh=69030.655 emergency_kWh=3696.083 total_cost=58121.845
INFO [265/334] 2025-10-23 solved: plan_kWh=69155.837 emergency_kWh=1922.321 total_cost=50546.475
INFO [266/334] 2025-10-24 solved: plan_kWh=69247.741 emergency_kWh=0.000 total_cost=42649.120
INFO [267/334] 2025-10-25 solved: plan_kWh=68827.093 emergency_kWh=0.000 total_cost=42203.319
INFO [268/334] 2025-10-26 solved: plan_kWh=68599.580 emergency_kWh=1764.833 total_cost=48745.667
INFO [269/334] 2025-10-27 solved: plan_kWh=68761.330 emergency_kWh=2433.952 total_cost=52137.368
INFO [270/334] 2025-10-28 solved: plan_kWh=69189.060 emergency_kWh=2789.204 total_cost=53799.372
INFO [271/334] 2025-10-29 solved: plan_kWh=69617.754 emergency_kWh=5082.092 total_cost=62552.502
INFO [272/334] 2025-10-30 solved: plan_kWh=69963.283 emergency_kWh=1859.444 total_cost=50477.149
INFO [273/334] 2025-10-31 solved: plan_kWh=70124.199 emergency_kWh=0.000 total_cost=43078.268
INFO [274/334] 2025-11-01 solved: plan_kWh=69888.233 emergency_kWh=0.000 total_cost=42921.399
INFO [275/334] 2025-11-02 solved: plan_kWh=69858.829 emergency_kWh=3943.904 total_cost=58852.220
INFO [276/334] 2025-11-03 solved: plan_kWh=70599.779 emergency_kWh=4288.700 total_cost=57961.484
INFO [277/334] 2025-11-04 solved: plan_kWh=71486.867 emergency_kWh=2138.380 total_cost=52184.094
INFO [278/334] 2025-11-05 solved: plan_kWh=72003.778 emergency_kWh=3354.323 total_cost=56817.492
INFO [279/334] 2025-11-06 solved: plan_kWh=72590.084 emergency_kWh=4605.612 total_cost=62877.848
INFO [280/334] 2025-11-07 solved: plan_kWh=73143.712 emergency_kWh=0.000 total_cost=45114.267
INFO [281/334] 2025-11-08 solved: plan_kWh=73111.450 emergency_kWh=0.000 total_cost=45098.796
INFO [282/334] 2025-11-09 solved: plan_kWh=73078.707 emergency_kWh=3766.881 total_cost=59480.332
INFO [283/334] 2025-11-10 solved: plan_kWh=73686.534 emergency_kWh=5520.650 total_cost=66501.523
INFO [284/334] 2025-11-11 solved: plan_kWh=74368.418 emergency_kWh=2705.370 total_cost=57109.230
INFO [285/334] 2025-11-12 solved: plan_kWh=75033.627 emergency_kWh=2053.578 total_cost=55965.466
INFO [286/334] 2025-11-13 solved: plan_kWh=75372.192 emergency_kWh=3124.855 total_cost=58163.280
INFO [287/334] 2025-11-14 solved: plan_kWh=75908.496 emergency_kWh=0.000 total_cost=47025.016
INFO [288/334] 2025-11-15 solved: plan_kWh=75864.962 emergency_kWh=0.000 total_cost=46994.824
INFO [289/334] 2025-11-16 solved: plan_kWh=75837.323 emergency_kWh=4146.393 total_cost=63776.983
INFO [290/334] 2025-11-17 solved: plan_kWh=76313.170 emergency_kWh=2546.119 total_cost=57799.203
INFO [291/334] 2025-11-18 solved: plan_kWh=76841.679 emergency_kWh=3941.037 total_cost=61989.744
INFO [292/334] 2025-11-19 solved: plan_kWh=77360.686 emergency_kWh=3323.667 total_cost=61724.145
INFO [293/334] 2025-11-20 solved: plan_kWh=77838.153 emergency_kWh=2898.349 total_cost=59546.918
INFO [294/334] 2025-11-21 solved: plan_kWh=78262.228 emergency_kWh=0.000 total_cost=48770.140
INFO [295/334] 2025-11-22 solved: plan_kWh=78217.155 emergency_kWh=0.000 total_cost=48743.994
INFO [296/334] 2025-11-23 solved: plan_kWh=78142.959 emergency_kWh=3308.693 total_cost=62373.714
INFO [297/334] 2025-11-24 solved: plan_kWh=78535.035 emergency_kWh=1834.935 total_cost=56176.535
INFO [298/334] 2025-11-25 solved: plan_kWh=78947.996 emergency_kWh=2916.721 total_cost=60404.283
INFO [299/334] 2025-11-26 solved: plan_kWh=79472.265 emergency_kWh=3312.557 total_cost=62239.032
INFO [300/334] 2025-11-27 solved: plan_kWh=79955.380 emergency_kWh=2205.290 total_cost=58698.978
INFO [301/334] 2025-11-28 solved: plan_kWh=80298.615 emergency_kWh=0.000 total_cost=50301.370
INFO [302/334] 2025-11-29 solved: plan_kWh=80260.282 emergency_kWh=0.000 total_cost=50278.910
INFO [303/334] 2025-11-30 solved: plan_kWh=80206.534 emergency_kWh=5490.720 total_cost=70893.477
INFO [304/334] 2025-12-01 solved: plan_kWh=80830.211 emergency_kWh=10332.796 total_cost=89980.152
INFO [305/334] 2025-12-02 solved: plan_kWh=81606.908 emergency_kWh=11841.792 total_cost=96336.738
INFO [306/334] 2025-12-03 solved: plan_kWh=82419.543 emergency_kWh=9836.121 total_cost=87513.635
INFO [307/334] 2025-12-04 solved: plan_kWh=83173.146 emergency_kWh=8806.125 total_cost=85793.379
INFO [308/334] 2025-12-05 solved: plan_kWh=84213.917 emergency_kWh=0.000 total_cost=53020.224
INFO [309/334] 2025-12-06 solved: plan_kWh=84142.302 emergency_kWh=0.000 total_cost=52969.076
INFO [310/334] 2025-12-07 solved: plan_kWh=84088.067 emergency_kWh=8540.539 total_cost=84631.076
INFO [311/334] 2025-12-08 solved: plan_kWh=85417.023 emergency_kWh=7771.583 total_cost=81801.814
INFO [312/334] 2025-12-09 solved: plan_kWh=87138.857 emergency_kWh=5458.348 total_cost=76428.680
INFO [313/334] 2025-12-10 solved: plan_kWh=89073.833 emergency_kWh=4944.975 total_cost=73911.781
INFO [314/334] 2025-12-11 solved: plan_kWh=90175.322 emergency_kWh=2182.150 total_cost=64711.872
INFO [315/334] 2025-12-12 solved: plan_kWh=90770.714 emergency_kWh=0.000 total_cost=57706.244
INFO [316/334] 2025-12-13 solved: plan_kWh=90730.244 emergency_kWh=2.835 total_cost=57678.227
INFO [317/334] 2025-12-14 solved: plan_kWh=90721.785 emergency_kWh=3573.789 total_cost=70837.660
INFO [318/334] 2025-12-15 solved: plan_kWh=91395.982 emergency_kWh=3724.664 total_cost=71078.029
INFO [319/334] 2025-12-16 solved: plan_kWh=92066.780 emergency_kWh=3161.457 total_cost=69916.643
INFO [320/334] 2025-12-17 solved: plan_kWh=92763.280 emergency_kWh=1582.404 total_cost=64249.329
INFO [321/334] 2025-12-18 solved: plan_kWh=93131.076 emergency_kWh=1511.227 total_cost=65150.716
INFO [322/334] 2025-12-19 solved: plan_kWh=93416.182 emergency_kWh=0.000 total_cost=59557.339
INFO [323/334] 2025-12-20 solved: plan_kWh=93406.072 emergency_kWh=0.000 total_cost=59551.091
INFO [324/334] 2025-12-21 solved: plan_kWh=93392.744 emergency_kWh=2023.089 total_cost=66393.836
INFO [325/334] 2025-12-22 solved: plan_kWh=93710.513 emergency_kWh=1395.567 total_cost=64895.201
INFO [326/334] 2025-12-23 solved: plan_kWh=94040.188 emergency_kWh=556.342 total_cost=62088.612
INFO [327/334] 2025-12-24 solved: plan_kWh=94203.545 emergency_kWh=984.006 total_cost=64043.852
INFO [328/334] 2025-12-25 solved: plan_kWh=94392.951 emergency_kWh=981.242 total_cost=63322.626
INFO [329/334] 2025-12-26 solved: plan_kWh=94518.356 emergency_kWh=0.000 total_cost=60301.328
INFO [330/334] 2025-12-27 solved: plan_kWh=94509.541 emergency_kWh=0.000 total_cost=60292.185
INFO [331/334] 2025-12-28 solved: plan_kWh=94502.029 emergency_kWh=547.310 total_cost=62331.521
INFO [332/334] 2025-12-29 solved: plan_kWh=94570.644 emergency_kWh=756.132 total_cost=62882.148
INFO [333/334] 2025-12-30 solved: plan_kWh=94716.392 emergency_kWh=300.118 total_cost=61778.107
INFO [334/334] 2025-12-31 solved: plan_kWh=94776.121 emergency_kWh=1091.556 total_cost=64690.128
INFO rendering Chinese visualizations
INFO exporting all 334 days to C:\Users\RoyCai\Desktop\2026秋季\数模国赛2026\我的作答_C\CUCUM2026_code\target\附件5\result2.xlsx
Question 2 solved successfully: 334 days, HiGHS optimal, validation passed.
{
  "units": {
    "energy": "kWh",
    "cost": "yuan",
    "ratios": "0..1"
  },
  "annual": {
    "planned_grid_total": 25433452.303556427,
    "emergency_total": 477446.05741713784,
    "total_grid_purchase": 25910898.360973563,
    "planned_cost": 15771812.68749251,
    "emergency_cost": 1837978.999053627,
    "total_cost": 17609791.686546136,
    "period": "2025-02-01 ~ 2025-12-31",
    "emergency_days": 249,
    "emergency_intervals": 2725,
    "emergency_energy_ratio": 0.018426457113361102,
    "emergency_cost_ratio": 0.10437255770934765,
    "daily_mean_emergency_kwh": 1429.479213823766,
    "max_daily_emergency_kwh": 14534.890716666665,
    "max_daily_total_cost": 96336.73786237057
  },
  "paper_dates": {
    "2025-03-20": {
      "表1": {
        "10:00-10:10": {
          "计划购电量": 0.0,
          "实际紧急购电量": 0.0,
          "合计": 0.0
        },
        "12:00-12:10": {
          "计划购电量": 671.0825,
          "实际紧急购电量": 0.0,
          "合计": 671.0825
        },
        "14:00-14:10": {
          "计划购电量": 0.0,
          "实际紧急购电量": 0.0,
          "合计": 0.0
        },
        "16:00-16:10": {
          "计划购电量": 545.0920833333332,
          "实际紧急购电量": 0.0,
          "合计": 545.0920833333332
        },
        "18:00-18:10": {
          "计划购电量": 715.8516666666666,
          "实际紧急购电量": 0.0,
          "合计": 715.8516666666666
        },
        "20:00-20:10": {
          "计划购电量": 0.0,
          "实际紧急购电量": 0.0,
          "合计": 0.0
        }
      },
      "全天指标": {
        "date": "2025-03-20",
        "planned_grid_total": 76168.54896666665,
        "emergency_total": 207.40089999999987,
        "total_grid_purchase": 76375.94986666665,
        "planned_cost": 46674.54489863833,
        "emergency_cost": 1030.6857076166661,
        "total_cost": 47705.23060625499
      },
      "表2": {
        "0:00-4:00": {
          "累计充电量": 4499.999999999999,
          "累计放电量": 0.0
        },
        "4:00-8:00": {
          "累计充电量": 1666.6666666666665,
          "累计放电量": 4769.482816666668
        },
        "8:00-12:00": {
          "累计充电量": 5850.762833333332,
          "累计放电量": 4545.517183333333
        },
        "12:00-16:00": {
          "累计充电量": 5942.7899,
          "累计放电量": 912.7777140000018
        },
        "16:00-20:00": {
          "累计充电量": 0.0,
          "累计放电量": 5711.4658
        },
        "20:00-24:00": {
          "累计充电量": 5333.333333333332,
          "累计放电量": 2928.5342
        },
        "0:00 储电量": 6000.0,
        "24:00 储电量": 6000.0
      },
      "表3": [
        {
          "start_slot": 2,
          "end_slot": 4,
          "label": "0:30-0:50",
          "amount_kwh": 37.456333333333305
        },
        {
          "start_slot": 7,
          "end_slot": 8,
          "label": "1:20-1:30",
          "amount_kwh": 11.512916666666683
        },
        {
          "start_slot": 108,
          "end_slot": 110,
          "label": "18:10-18:30",
          "amount_kwh": 8.806816666666464
        },
        {
          "start_slot": 112,
          "end_slot": 115,
          "label": "18:50-19:20",
          "amount_kwh": 65.22843333333333
        },
        {
          "start_slot": 120,
          "end_slot": 122,
          "label": "20:10-20:30",
          "amount_kwh": 50.976716666666675
        },
        {
          "start_slot": 128,
          "end_slot": 129,
          "label": "21:30-21:40",
          "amount_kwh": 8.811666666666838
        },
        {
          "start_slot": 141,
          "end_slot": 142,
          "label": "23:40-23:50",
          "amount_kwh": 24.608016666666572
        }
      ]
    },
    "2025-06-21": {
      "表1": {
        "10:00-10:10": {
          "计划购电量": 0.0,
          "实际紧急购电量": 0.0,
          "合计": 0.0
        },
        "12:00-12:10": {
          "计划购电量": 735.1762500000001,
          "实际紧急购电量": 0.0,
          "合计": 735.1762500000001
        },
        "14:00-14:10": {
          "计划购电量": 0.0,
          "实际紧急购电量": 0.0,
          "合计": 0.0
        },
        "16:00-16:10": {
          "计划购电量": 524.8433333333332,
          "实际紧急购电量": 0.0,
          "合计": 524.8433333333332
        },
        "18:00-18:10": {
          "计划购电量": 701.5524999999999,
          "实际紧急购电量": 0.0,
          "合计": 701.5524999999999
        },
        "20:00-20:10": {
          "计划购电量": 54.86833333333334,
          "实际紧急购电量": 0.0,
          "合计": 54.86833333333334
        }
      },
      "全天指标": {
        "date": "2025-06-21",
        "planned_grid_total": 77037.54260583333,
        "emergency_total": 0.0,
        "total_grid_purchase": 77037.54260583333,
        "planned_cost": 47515.179737435334,
        "emergency_cost": 0.0,
        "total_cost": 47515.179737435334
      },
      "表2": {
        "0:00-4:00": {
          "累计充电量": 4499.999999999999,
          "累计放电量": 0.0
        },
        "4:00-8:00": {
          "累计充电量": 833.3333333333333,
          "累计放电量": 5013.658244166668
        },
        "8:00-12:00": {
          "累计充电量": 5866.599416666666,
          "累计放电量": 3113.287283333333
        },
        "12:00-16:00": {
          "累计充电量": 5833.333333333333,
          "累计放电量": 1349.999999999999
        },
        "16:00-20:00": {
          "累计充电量": 0.0,
          "累计放电量": 5833.333333333333
        },
        "20:00-24:00": {
          "累计充电量": 5333.333333333332,
          "累计放电量": 2806.6666666666665
        },
        "0:00 储电量": 6000.0,
        "24:00 储电量": 6000.0
      },
      "表3": []
    },
    "2025-09-23": {
      "表1": {
        "10:00-10:10": {
          "计划购电量": 0.0,
          "实际紧急购电量": 4.405833333333399,
          "合计": 4.405833333333399
        },
        "12:00-12:10": {
          "计划购电量": 494.2704166666667,
          "实际紧急购电量": 0.0,
          "合计": 494.2704166666667
        },
        "14:00-14:10": {
          "计划购电量": 0.0,
          "实际紧急购电量": 0.0,
          "合计": 0.0
        },
        "16:00-16:10": {
          "计划购电量": 457.1233333333333,
          "实际紧急购电量": 36.459166666666704,
          "合计": 493.5825
        },
        "18:00-18:10": {
          "计划购电量": 802.0687499999999,
          "实际紧急购电量": 0.0,
          "合计": 802.0687499999999
        },
        "20:00-20:10": {
          "计划购电量": 15.410000000000082,
          "实际紧急购电量": 0.0,
          "合计": 15.410000000000082
        }
      },
      "全天指标": {
        "date": "2025-09-23",
        "planned_grid_total": 68894.11945308642,
        "emergency_total": 1806.6645000000005,
        "total_grid_purchase": 70700.78395308641,
        "planned_cost": 42711.4055656937,
        "emergency_cost": 7617.1530368500025,
        "total_cost": 50328.5586025437
      },
      "表2": {
        "0:00-4:00": {
          "累计充电量": 4499.999999999999,
          "累计放电量": 0.0
        },
        "4:00-8:00": {
          "累计充电量": 833.3333333333333,
          "累计放电量": 6618.105866666668
        },
        "8:00-12:00": {
          "累计充电量": 5947.7824666666675,
          "累计放电量": 2021.8941333333332
        },
        "12:00-16:00": {
          "累计充电量": 5015.770619753086,
          "累计放电量": 240.4779999999999
        },
        "16:00-20:00": {
          "累计充电量": 0.0,
          "累计放电量": 5817.031666666666
        },
        "20:00-24:00": {
          "累计充电量": 5333.333333333332,
          "累计放电量": 2822.9683333333332
        },
        "0:00 储电量": 6000.0,
        "24:00 储电量": 6000.0
      },
      "表3": [
        {
          "start_slot": 12,
          "end_slot": 13,
          "label": "2:10-2:20",
          "amount_kwh": 0.842583333333323
        },
        {
          "start_slot": 36,
          "end_slot": 48,
          "label": "6:10-8:10",
          "amount_kwh": 495.2568333333335
        },
        {
          "start_slot": 50,
          "end_slot": 52,
          "label": "8:30-8:50",
          "amount_kwh": 24.668700000000342
        },
        {
          "start_slot": 56,
          "end_slot": 67,
          "label": "9:30-11:20",
          "amount_kwh": 524.1126666666662
        },
        {
          "start_slot": 86,
          "end_slot": 93,
          "label": "14:30-15:40",
          "amount_kwh": 352.7183500000002
        },
        {
          "start_slot": 95,
          "end_slot": 107,
          "label": "16:00-18:00",
          "amount_kwh": 370.6422833333334
        },
        {
          "start_slot": 116,
          "end_slot": 117,
          "label": "19:30-19:40",
          "amount_kwh": 0.7850000000000819
        },
        {
          "start_slot": 121,
          "end_slot": 123,
          "label": "20:20-20:40",
          "amount_kwh": 12.061416666666787
        },
        {
          "start_slot": 125,
          "end_slot": 126,
          "label": "21:00-21:10",
          "amount_kwh": 9.3900000000001
        },
        {
          "start_slot": 134,
          "end_slot": 135,
          "label": "22:30-22:40",
          "amount_kwh": 16.18666666666661
        }
      ]
    },
    "2025-12-21": {
      "表1": {
        "10:00-10:10": {
          "计划购电量": 0.0,
          "实际紧急购电量": 0.0,
          "合计": 0.0
        },
        "12:00-12:10": {
          "计划购电量": 910.9645833333333,
          "实际紧急购电量": 0.0,
          "合计": 910.9645833333333
        },
        "14:00-14:10": {
          "计划购电量": 0.0,
          "实际紧急购电量": 0.0,
          "合计": 0.0
        },
        "16:00-16:10": {
          "计划购电量": 778.8024999999999,
          "实际紧急购电量": 17.127916666666806,
          "合计": 795.9304166666667
        },
        "18:00-18:10": {
          "计划购电量": 727.5966666666666,
          "实际紧急购电量": 0.0,
          "合计": 727.5966666666666
        },
        "20:00-20:10": {
          "计划购电量": 0.0,
          "实际紧急购电量": 50.82999999999993,
          "合计": 50.82999999999993
        }
      },
      "全天指标": {
        "date": "2025-12-21",
        "planned_grid_total": 93392.74389876542,
        "emergency_total": 2023.0887833333336,
        "total_grid_purchase": 95415.83268209876,
        "planned_cost": 59540.337376221534,
        "emergency_cost": 6853.498810016667,
        "total_cost": 66393.8361862382
      },
      "表2": {
        "0:00-4:00": {
          "累计充电量": 4499.999999999999,
          "累计放电量": 0.0
        },
        "4:00-8:00": {
          "累计充电量": 1666.6666666666665,
          "累计放电量": 1508.3333333333333
        },
        "8:00-12:00": {
          "累计充电量": 5833.333333333333,
          "累计放电量": 7806.666666666668
        },
        "12:00-16:00": {
          "累计充电量": 7691.415432098769,
          "累计放电量": 2315.0464999999995
        },
        "16:00-20:00": {
          "累计充电量": 0.0,
          "累计放电量": 5674.897
        },
        "20:00-24:00": {
          "累计充电量": 5333.333333333332,
          "累计放电量": 2965.103
        },
        "0:00 储电量": 6000.0,
        "24:00 储电量": 6000.0
      },
      "表3": [
        {
          "start_slot": 0,
          "end_slot": 1,
          "label": "0:10-0:20",
          "amount_kwh": 3.3264833333333854
        },
        {
          "start_slot": 6,
          "end_slot": 8,
          "label": "1:10-1:30",
          "amount_kwh": 22.46631666666667
        },
        {
          "start_slot": 9,
          "end_slot": 10,
          "label": "1:40-1:50",
          "amount_kwh": 1.5754166666666833
        },
        {
          "start_slot": 13,
          "end_slot": 14,
          "label": "2:20-2:30",
          "amount_kwh": 6.500416666666638
        },
        {
          "start_slot": 18,
          "end_slot": 20,
          "label": "3:10-3:30",
          "amount_kwh": 59.60433333333333
        },
        {
          "start_slot": 21,
          "end_slot": 23,
          "label": "3:40-4:00",
          "amount_kwh": 98.19481666666672
        },
        {
          "start_slot": 25,
          "end_slot": 26,
          "label": "4:20-4:30",
          "amount_kwh": 0.1397666666666737
        },
        {
          "start_slot": 30,
          "end_slot": 32,
          "label": "5:10-5:30",
          "amount_kwh": 9.62560000000019
        },
        {
          "start_slot": 33,
          "end_slot": 36,
          "label": "5:40-6:10",
          "amount_kwh": 47.772849999999835
        },
        {
          "start_slot": 37,
          "end_slot": 39,
          "label": "6:20-6:40",
          "amount_kwh": 25.171500000000037
        },
        {
          "start_slot": 41,
          "end_slot": 43,
          "label": "7:0-7:20",
          "amount_kwh": 10.086733333333427
        },
        {
          "start_slot": 46,
          "end_slot": 48,
          "label": "7:50-8:10",
          "amount_kwh": 24.57754999999986
        },
        {
          "start_slot": 50,
          "end_slot": 52,
          "label": "8:30-8:50",
          "amount_kwh": 39.69596666666689
        },
        {
          "start_slot": 53,
          "end_slot": 55,
          "label": "9:00-9:20",
          "amount_kwh": 26.680666666666752
        },
        {
          "start_slot": 57,
          "end_slot": 59,
          "label": "9:40-10:00",
          "amount_kwh": 42.53706666666665
        },
        {
          "start_slot": 61,
          "end_slot": 71,
          "label": "10:20-12:00",
          "amount_kwh": 1061.3882833333337
        },
        {
          "start_slot": 72,
          "end_slot": 74,
          "label": "12:10-12:30",
          "amount_kwh": 25.44310000000003
        },
        {
          "start_slot": 75,
          "end_slot": 80,
          "label": "12:40-13:30",
          "amount_kwh": 166.5758166666667
        },
        {
          "start_slot": 88,
          "end_slot": 96,
          "label": "14:50-16:10",
          "amount_kwh": 180.27141666666625
        },
        {
          "start_slot": 98,
          "end_slot": 99,
          "label": "16:30-16:40",
          "amount_kwh": 9.427083333333371
        },
        {
          "start_slot": 104,
          "end_slot": 105,
          "label": "17:30-17:40",
          "amount_kwh": 17.944999999999936
        },
        {
          "start_slot": 109,
          "end_slot": 110,
          "label": "18:20-18:30",
          "amount_kwh": 6.919149999999945
        },
        {
          "start_slot": 111,
          "end_slot": 114,
          "label": "18:40-19:10",
          "amount_kwh": 29.180033333333427
        },
        {
          "start_slot": 116,
          "end_slot": 117,
          "label": "19:30-19:40",
          "amount_kwh": 1.0733333333333803
        },
        {
          "start_slot": 118,
          "end_slot": 121,
          "label": "19:50-20:20",
          "amount_kwh": 69.48539999999991
        },
        {
          "start_slot": 131,
          "end_slot": 132,
          "label": "22:00-22:10",
          "amount_kwh": 15.014999999999986
        },
        {
          "start_slot": 137,
          "end_slot": 139,
          "label": "23:00-23:20",
          "amount_kwh": 15.74993333333316
        },
        {
          "start_slot": 142,
          "end_slot": 143,
          "label": "23:50-0:00+1",
          "amount_kwh": 6.659750000000031
        }
      ]
    }
  }
}
Official result: C:\Users\RoyCai\Desktop\2026秋季\数模国赛2026\我的作答_C\CUCUM2026_code\target\附件5\result2.xlsx
Summaries and figures: C:\Users\RoyCai\Desktop\2026秋季\数模国赛2026\我的作答_C\CUCUM2026_code\target\question2
