INFO Question 4-2: dynamic price, update hours=(0,)
INFO [221/334] 2025-09-09 solved: price_mean=0.7519 plan_kWh=74286.550 emergency_kWh=62.314 total_cost=47674.498
INFO [222/334] 2025-09-10 solved: price_mean=0.7818 plan_kWh=74458.477 emergency_kWh=1717.586 total_cost=55944.548
INFO [223/334] 2025-09-11 solved: price_mean=0.7531 plan_kWh=74261.514 emergency_kWh=132.203 total_cost=47902.732
INFO [224/334] 2025-09-12 solved: price_mean=0.5751 plan_kWh=74633.345 emergency_kWh=0.000 total_cost=36638.311
INFO [225/334] 2025-09-13 solved: price_mean=0.5665 plan_kWh=74230.105 emergency_kWh=0.000 total_cost=36284.114
INFO [226/334] 2025-09-14 solved: price_mean=0.7759 plan_kWh=73463.257 emergency_kWh=795.109 total_cost=50537.426
INFO [227/334] 2025-09-15 solved: price_mean=0.7617 plan_kWh=73480.984 emergency_kWh=847.507 total_cost=50693.463
INFO [228/334] 2025-09-16 solved: price_mean=0.7779 plan_kWh=73928.058 emergency_kWh=671.879 total_cost=50081.887
INFO [229/334] 2025-09-17 solved: price_mean=0.7781 plan_kWh=73725.558 emergency_kWh=1031.497 total_cost=52421.286
INFO [230/334] 2025-09-18 solved: price_mean=0.7698 plan_kWh=73783.717 emergency_kWh=380.621 total_cost=48565.565
INFO [231/334] 2025-09-19 solved: price_mean=0.5933 plan_kWh=73501.446 emergency_kWh=0.000 total_cost=36833.395
INFO [232/334] 2025-09-20 solved: price_mean=0.5875 plan_kWh=73456.801 emergency_kWh=0.000 total_cost=35812.863
INFO [233/334] 2025-09-21 solved: price_mean=0.7738 plan_kWh=71253.805 emergency_kWh=897.375 total_cost=49540.805
INFO [234/334] 2025-09-22 solved: price_mean=0.7822 plan_kWh=68674.372 emergency_kWh=1037.100 total_cost=48891.649
INFO [235/334] 2025-09-23 solved: price_mean=0.7818 plan_kWh=68909.863 emergency_kWh=1805.394 total_cost=52010.628
INFO [236/334] 2025-09-24 solved: price_mean=0.7761 plan_kWh=69327.611 emergency_kWh=1540.715 total_cost=50759.189
INFO [237/334] 2025-09-25 solved: price_mean=0.7776 plan_kWh=68905.529 emergency_kWh=1077.119 total_cost=48566.972
INFO [238/334] 2025-09-26 solved: price_mean=0.5928 plan_kWh=68977.769 emergency_kWh=0.000 total_cost=33262.631
INFO [239/334] 2025-09-27 solved: price_mean=0.5997 plan_kWh=68241.449 emergency_kWh=0.000 total_cost=34041.924
INFO [240/334] 2025-09-28 solved: price_mean=0.7894 plan_kWh=67182.672 emergency_kWh=2628.370 total_cost=55165.024
INFO [241/334] 2025-09-29 solved: price_mean=0.7878 plan_kWh=67093.845 emergency_kWh=1992.232 total_cost=51854.332
INFO [242/334] 2025-09-30 solved: price_mean=0.7938 plan_kWh=67935.111 emergency_kWh=3954.837 total_cost=61564.298
INFO [243/334] 2025-10-01 solved: price_mean=0.7382 plan_kWh=68308.519 emergency_kWh=72.486 total_cost=41954.327
INFO [244/334] 2025-10-02 solved: price_mean=0.7420 plan_kWh=67893.770 emergency_kWh=258.133 total_cost=42460.604
INFO [245/334] 2025-10-03 solved: price_mean=0.5580 plan_kWh=68862.712 emergency_kWh=0.000 total_cost=31127.248
INFO [246/334] 2025-10-04 solved: price_mean=0.5858 plan_kWh=68304.737 emergency_kWh=0.000 total_cost=32393.294
INFO [247/334] 2025-10-05 solved: price_mean=0.7526 plan_kWh=67587.181 emergency_kWh=304.954 total_cost=42882.398
INFO [248/334] 2025-10-06 solved: price_mean=0.7685 plan_kWh=67544.920 emergency_kWh=467.319 total_cost=44312.541
INFO [249/334] 2025-10-07 solved: price_mean=0.7658 plan_kWh=67832.358 emergency_kWh=548.963 total_cost=44526.070
INFO [250/334] 2025-10-08 solved: price_mean=0.7607 plan_kWh=67774.233 emergency_kWh=897.975 total_cost=45837.752
INFO [251/334] 2025-10-09 solved: price_mean=0.7578 plan_kWh=67799.447 emergency_kWh=665.102 total_cost=44942.277
INFO [252/334] 2025-10-10 solved: price_mean=0.5595 plan_kWh=68542.655 emergency_kWh=0.000 total_cost=31693.823
INFO [253/334] 2025-10-11 solved: price_mean=0.5846 plan_kWh=68103.353 emergency_kWh=0.000 total_cost=32321.940
INFO [254/334] 2025-10-12 solved: price_mean=0.7663 plan_kWh=67123.667 emergency_kWh=842.882 total_cost=44969.436
INFO [255/334] 2025-10-13 solved: price_mean=0.7647 plan_kWh=67324.653 emergency_kWh=522.430 total_cost=44109.770
INFO [256/334] 2025-10-14 solved: price_mean=0.7731 plan_kWh=67448.625 emergency_kWh=1862.540 total_cost=50549.833
INFO [257/334] 2025-10-15 solved: price_mean=0.7761 plan_kWh=68045.339 emergency_kWh=1971.689 total_cost=50588.004
INFO [258/334] 2025-10-16 solved: price_mean=0.7822 plan_kWh=67780.019 emergency_kWh=3304.424 total_cost=57980.669
INFO [259/334] 2025-10-17 solved: price_mean=0.5888 plan_kWh=68738.943 emergency_kWh=0.000 total_cost=32816.578
INFO [260/334] 2025-10-18 solved: price_mean=0.5831 plan_kWh=68472.582 emergency_kWh=0.000 total_cost=32227.625
INFO [261/334] 2025-10-19 solved: price_mean=0.7894 plan_kWh=67458.887 emergency_kWh=3437.729 total_cost=58481.781
INFO [262/334] 2025-10-20 solved: price_mean=0.7871 plan_kWh=67493.442 emergency_kWh=3463.494 total_cost=58878.230
INFO [263/334] 2025-10-21 solved: price_mean=0.7953 plan_kWh=68180.227 emergency_kWh=4653.799 total_cost=62726.427
INFO [264/334] 2025-10-22 solved: price_mean=0.7930 plan_kWh=68886.565 emergency_kWh=3692.522 total_cost=60897.083
INFO [265/334] 2025-10-23 solved: price_mean=0.7813 plan_kWh=69148.532 emergency_kWh=1928.642 total_cost=51832.915
INFO [266/334] 2025-10-24 solved: price_mean=0.5964 plan_kWh=69193.256 emergency_kWh=0.000 total_cost=33186.095
INFO [267/334] 2025-10-25 solved: price_mean=0.5985 plan_kWh=68904.056 emergency_kWh=0.000 total_cost=32759.351
INFO [268/334] 2025-10-26 solved: price_mean=0.7873 plan_kWh=68565.353 emergency_kWh=1834.149 total_cost=50786.602
INFO [269/334] 2025-10-27 solved: price_mean=0.7829 plan_kWh=69094.808 emergency_kWh=2476.310 total_cost=54258.807
INFO [270/334] 2025-10-28 solved: price_mean=0.7931 plan_kWh=69320.166 emergency_kWh=2781.308 total_cost=56485.461
INFO [271/334] 2025-10-29 solved: price_mean=0.8070 plan_kWh=69584.877 emergency_kWh=5081.340 total_cost=66498.055
INFO [272/334] 2025-10-30 solved: price_mean=0.7920 plan_kWh=70145.914 emergency_kWh=1839.117 total_cost=53073.381
INFO [273/334] 2025-10-31 solved: price_mean=0.6177 plan_kWh=70409.977 emergency_kWh=0.000 total_cost=34195.252
INFO [274/334] 2025-11-01 solved: price_mean=0.6046 plan_kWh=70149.198 emergency_kWh=0.000 total_cost=33471.994
INFO [275/334] 2025-11-02 solved: price_mean=0.8022 plan_kWh=69845.851 emergency_kWh=3932.282 total_cost=62317.783
INFO [276/334] 2025-11-03 solved: price_mean=0.8055 plan_kWh=70696.790 emergency_kWh=4287.346 total_cost=61863.727
INFO [277/334] 2025-11-04 solved: price_mean=0.7976 plan_kWh=71554.030 emergency_kWh=2140.382 total_cost=55008.066
INFO [278/334] 2025-11-05 solved: price_mean=0.8090 plan_kWh=71864.339 emergency_kWh=3374.567 total_cost=61034.345
INFO [279/334] 2025-11-06 solved: price_mean=0.8151 plan_kWh=72713.649 emergency_kWh=4617.477 total_cost=68263.999
INFO [280/334] 2025-11-07 solved: price_mean=0.6155 plan_kWh=73010.835 emergency_kWh=0.000 total_cost=35469.925
INFO [281/334] 2025-11-08 solved: price_mean=0.6173 plan_kWh=73194.046 emergency_kWh=0.000 total_cost=35756.704
INFO [282/334] 2025-11-09 solved: price_mean=0.8103 plan_kWh=73230.520 emergency_kWh=3829.032 total_cost=63967.430
INFO [283/334] 2025-11-10 solved: price_mean=0.8190 plan_kWh=73836.975 emergency_kWh=5602.419 total_cost=73028.716
INFO [284/334] 2025-11-11 solved: price_mean=0.8139 plan_kWh=74294.836 emergency_kWh=2730.888 total_cost=61233.470
INFO [285/334] 2025-11-12 solved: price_mean=0.8124 plan_kWh=74945.903 emergency_kWh=2097.499 total_cost=60049.334
INFO [286/334] 2025-11-13 solved: price_mean=0.8185 plan_kWh=75091.336 emergency_kWh=3172.148 total_cost=63512.682
INFO [287/334] 2025-11-14 solved: price_mean=0.6291 plan_kWh=75561.273 emergency_kWh=0.000 total_cost=37797.294
INFO [288/334] 2025-11-15 solved: price_mean=0.6288 plan_kWh=75808.946 emergency_kWh=0.000 total_cost=37937.095
INFO [289/334] 2025-11-16 solved: price_mean=0.8206 plan_kWh=75641.412 emergency_kWh=4160.543 total_cost=69465.658
INFO [290/334] 2025-11-17 solved: price_mean=0.8159 plan_kWh=76299.586 emergency_kWh=2560.446 total_cost=62483.209
INFO [291/334] 2025-11-18 solved: price_mean=0.8219 plan_kWh=76483.163 emergency_kWh=3987.874 total_cost=68268.491
INFO [292/334] 2025-11-19 solved: price_mean=0.8290 plan_kWh=76984.326 emergency_kWh=3373.865 total_cost=68151.033
INFO [293/334] 2025-11-20 solved: price_mean=0.8212 plan_kWh=77856.404 emergency_kWh=2904.275 total_cost=64710.746
INFO [294/334] 2025-11-21 solved: price_mean=0.6326 plan_kWh=78174.055 emergency_kWh=0.000 total_cost=39577.700
INFO [295/334] 2025-11-22 solved: price_mean=0.6367 plan_kWh=78276.369 emergency_kWh=0.000 total_cost=39862.087
INFO [296/334] 2025-11-23 solved: price_mean=0.8265 plan_kWh=77835.647 emergency_kWh=3290.551 total_cost=68312.090
INFO [297/334] 2025-11-24 solved: price_mean=0.8211 plan_kWh=78512.169 emergency_kWh=1859.774 total_cost=60848.567
INFO [298/334] 2025-11-25 solved: price_mean=0.8241 plan_kWh=78824.184 emergency_kWh=2892.014 total_cost=65705.113
INFO [299/334] 2025-11-26 solved: price_mean=0.8299 plan_kWh=79361.358 emergency_kWh=3320.046 total_cost=68842.719
INFO [300/334] 2025-11-27 solved: price_mean=0.8286 plan_kWh=79592.820 emergency_kWh=2251.187 total_cost=64773.833
INFO [301/334] 2025-11-28 solved: price_mean=0.6340 plan_kWh=80120.281 emergency_kWh=0.000 total_cost=40524.628
INFO [302/334] 2025-11-29 solved: price_mean=0.6504 plan_kWh=80810.217 emergency_kWh=0.000 total_cost=41580.052
INFO [303/334] 2025-11-30 solved: price_mean=0.8396 plan_kWh=80232.410 emergency_kWh=5507.887 total_cost=79959.032
INFO [304/334] 2025-12-01 solved: price_mean=0.9076 plan_kWh=80745.570 emergency_kWh=10265.044 total_cost=107527.695
INFO [305/334] 2025-12-02 solved: price_mean=0.9153 plan_kWh=81577.166 emergency_kWh=11789.406 total_cost=117496.119
INFO [306/334] 2025-12-03 solved: price_mean=0.9120 plan_kWh=82448.818 emergency_kWh=9794.499 total_cost=105783.836
INFO [307/334] 2025-12-04 solved: price_mean=0.9051 plan_kWh=83283.528 emergency_kWh=8646.899 total_cost=101327.022
INFO [308/334] 2025-12-05 solved: price_mean=0.7172 plan_kWh=84392.134 emergency_kWh=0.000 total_cost=46368.256
INFO [309/334] 2025-12-06 solved: price_mean=0.7272 plan_kWh=84688.901 emergency_kWh=0.000 total_cost=47406.703
INFO [310/334] 2025-12-07 solved: price_mean=0.9101 plan_kWh=84195.983 emergency_kWh=8417.702 total_cost=100866.450
INFO [311/334] 2025-12-08 solved: price_mean=0.9085 plan_kWh=85234.441 emergency_kWh=7665.808 total_cost=97780.941
INFO [312/334] 2025-12-09 solved: price_mean=0.9058 plan_kWh=87068.958 emergency_kWh=5396.886 total_cost=89395.988
INFO [313/334] 2025-12-10 solved: price_mean=0.9162 plan_kWh=88791.111 emergency_kWh=4911.031 total_cost=88607.894
INFO [314/334] 2025-12-11 solved: price_mean=0.8976 plan_kWh=90071.105 emergency_kWh=2137.402 total_cost=74387.195
INFO [315/334] 2025-12-12 solved: price_mean=0.7238 plan_kWh=91119.045 emergency_kWh=0.000 total_cost=51598.545
INFO [316/334] 2025-12-13 solved: price_mean=0.7297 plan_kWh=90973.661 emergency_kWh=2.835 total_cost=51894.775
INFO [317/334] 2025-12-14 solved: price_mean=0.9207 plan_kWh=90889.914 emergency_kWh=3570.677 total_cost=85249.446
INFO [318/334] 2025-12-15 solved: price_mean=0.9144 plan_kWh=91270.970 emergency_kWh=3686.992 total_cost=85444.446
INFO [319/334] 2025-12-16 solved: price_mean=0.9109 plan_kWh=92200.954 emergency_kWh=3110.519 total_cost=83066.550
INFO [320/334] 2025-12-17 solved: price_mean=0.9088 plan_kWh=92602.326 emergency_kWh=1587.989 total_cost=75469.063
INFO [321/334] 2025-12-18 solved: price_mean=0.9095 plan_kWh=93019.204 emergency_kWh=1460.942 total_cost=75837.847
INFO [322/334] 2025-12-19 solved: price_mean=0.7251 plan_kWh=93758.839 emergency_kWh=0.000 total_cost=53433.479
INFO [323/334] 2025-12-20 solved: price_mean=0.7190 plan_kWh=93722.169 emergency_kWh=0.000 total_cost=52631.445
INFO [324/334] 2025-12-21 solved: price_mean=0.9101 plan_kWh=93437.825 emergency_kWh=1990.489 total_cost=78423.127
INFO [325/334] 2025-12-22 solved: price_mean=0.9193 plan_kWh=93571.371 emergency_kWh=1375.848 total_cost=76740.311
INFO [326/334] 2025-12-23 solved: price_mean=0.9127 plan_kWh=94413.279 emergency_kWh=536.164 total_cost=72436.700
INFO [327/334] 2025-12-24 solved: price_mean=0.9083 plan_kWh=94060.089 emergency_kWh=986.861 total_cost=74706.062
INFO [328/334] 2025-12-25 solved: price_mean=0.9103 plan_kWh=94717.262 emergency_kWh=981.242 total_cost=74154.869
INFO [329/334] 2025-12-26 solved: price_mean=0.7238 plan_kWh=94716.516 emergency_kWh=0.000 total_cost=53663.916
INFO [330/334] 2025-12-27 solved: price_mean=0.7212 plan_kWh=95352.087 emergency_kWh=0.000 total_cost=53229.085
INFO [331/334] 2025-12-28 solved: price_mean=0.9059 plan_kWh=94315.201 emergency_kWh=547.310 total_cost=72134.885
INFO [332/334] 2025-12-29 solved: price_mean=0.9065 plan_kWh=94510.908 emergency_kWh=737.212 total_cost=73071.878
INFO [333/334] 2025-12-30 solved: price_mean=0.9005 plan_kWh=94754.353 emergency_kWh=298.118 total_cost=71006.852
INFO [334/334] 2025-12-31 solved: price_mean=0.9102 plan_kWh=94637.606 emergency_kWh=1056.270 total_cost=75575.664
INFO Question 4-2: recomputing fixed-price baseline with the identical policy
INFO [001/334] 2025-02-01 solved: price_mean=0.7662 plan_kWh=96653.216 emergency_kWh=0.000 total_cost=61767.895
INFO [002/334] 2025-02-02 solved: price_mean=0.7662 plan_kWh=96156.971 emergency_kWh=13.377 total_cost=61505.666
INFO [003/334] 2025-02-03 solved: price_mean=0.7662 plan_kWh=95684.233 emergency_kWh=15.483 total_cost=61099.001
INFO [004/334] 2025-02-04 solved: price_mean=0.7662 plan_kWh=95690.689 emergency_kWh=70.908 total_cost=61299.813
INFO [005/334] 2025-02-05 solved: price_mean=0.7662 plan_kWh=95703.181 emergency_kWh=10.173 total_cost=61123.094
INFO [006/334] 2025-02-06 solved: price_mean=0.7662 plan_kWh=95327.042 emergency_kWh=7.921 total_cost=60840.029
INFO [007/334] 2025-02-07 solved: price_mean=0.7662 plan_kWh=95017.546 emergency_kWh=0.000 total_cost=60552.295
INFO [008/334] 2025-02-08 solved: price_mean=0.7662 plan_kWh=94522.577 emergency_kWh=0.000 total_cost=60175.935
INFO [009/334] 2025-02-09 solved: price_mean=0.7662 plan_kWh=94087.786 emergency_kWh=79.364 total_cost=60056.411
INFO [010/334] 2025-02-10 solved: price_mean=0.7662 plan_kWh=93626.702 emergency_kWh=22.992 total_cost=59660.779
INFO [011/334] 2025-02-11 solved: price_mean=0.7662 plan_kWh=93642.421 emergency_kWh=3.118 total_cost=59569.228
INFO [012/334] 2025-02-12 solved: price_mean=0.7662 plan_kWh=93638.311 emergency_kWh=20.746 total_cost=59669.489
INFO [013/334] 2025-02-13 solved: price_mean=0.7662 plan_kWh=93029.891 emergency_kWh=31.322 total_cost=59222.844
INFO [014/334] 2025-02-14 solved: price_mean=0.7662 plan_kWh=92706.254 emergency_kWh=0.000 total_cost=58839.463
INFO [015/334] 2025-02-15 solved: price_mean=0.7662 plan_kWh=92074.821 emergency_kWh=0.000 total_cost=58359.109
INFO [016/334] 2025-02-16 solved: price_mean=0.7662 plan_kWh=91402.783 emergency_kWh=69.754 total_cost=58198.909
INFO [017/334] 2025-02-17 solved: price_mean=0.7662 plan_kWh=90473.851 emergency_kWh=96.111 total_cost=57627.986
INFO [018/334] 2025-02-18 solved: price_mean=0.7662 plan_kWh=90513.331 emergency_kWh=21.162 total_cost=57294.701
INFO [019/334] 2025-02-19 solved: price_mean=0.7662 plan_kWh=90518.671 emergency_kWh=176.936 total_cost=57871.462
INFO [020/334] 2025-02-20 solved: price_mean=0.7662 plan_kWh=89829.589 emergency_kWh=124.626 total_cost=57259.106
INFO [021/334] 2025-02-21 solved: price_mean=0.7662 plan_kWh=88935.924 emergency_kWh=0.000 total_cost=55992.136
INFO [022/334] 2025-02-22 solved: price_mean=0.7662 plan_kWh=88494.813 emergency_kWh=0.000 total_cost=55663.608
INFO [023/334] 2025-02-23 solved: price_mean=0.7662 plan_kWh=87452.555 emergency_kWh=119.953 total_cost=55271.706
INFO [024/334] 2025-02-24 solved: price_mean=0.7662 plan_kWh=86608.608 emergency_kWh=165.086 total_cost=55119.879
INFO [025/334] 2025-02-25 solved: price_mean=0.7662 plan_kWh=86645.184 emergency_kWh=138.874 total_cost=54847.860
INFO [026/334] 2025-02-26 solved: price_mean=0.7662 plan_kWh=86667.061 emergency_kWh=77.040 total_cost=54594.444
INFO [027/334] 2025-02-27 solved: price_mean=0.7662 plan_kWh=85880.660 emergency_kWh=79.355 total_cost=54196.767
INFO [028/334] 2025-02-28 solved: price_mean=0.7662 plan_kWh=85236.065 emergency_kWh=0.000 total_cost=53302.876
INFO [029/334] 2025-03-01 solved: price_mean=0.7662 plan_kWh=84118.428 emergency_kWh=0.000 total_cost=52514.553
INFO [030/334] 2025-03-02 solved: price_mean=0.7662 plan_kWh=83323.022 emergency_kWh=1655.431 total_cost=58532.362
INFO [031/334] 2025-03-03 solved: price_mean=0.7662 plan_kWh=82631.049 emergency_kWh=502.127 total_cost=53701.138
INFO [032/334] 2025-03-04 solved: price_mean=0.7662 plan_kWh=82790.653 emergency_kWh=183.486 total_cost=52207.402
INFO [033/334] 2025-03-05 solved: price_mean=0.7662 plan_kWh=82840.949 emergency_kWh=112.368 total_cost=52215.207
INFO [034/334] 2025-03-06 solved: price_mean=0.7662 plan_kWh=82228.740 emergency_kWh=189.107 total_cost=51964.608
INFO [035/334] 2025-03-07 solved: price_mean=0.7662 plan_kWh=81422.118 emergency_kWh=0.000 total_cost=50638.055
INFO [036/334] 2025-03-08 solved: price_mean=0.7662 plan_kWh=80513.914 emergency_kWh=0.000 total_cost=49980.186
INFO [037/334] 2025-03-09 solved: price_mean=0.7662 plan_kWh=79813.499 emergency_kWh=135.749 total_cost=50203.528
INFO [038/334] 2025-03-10 solved: price_mean=0.7662 plan_kWh=78998.326 emergency_kWh=1029.325 total_cost=51639.934
INFO [039/334] 2025-03-11 solved: price_mean=0.7662 plan_kWh=79223.719 emergency_kWh=142.565 total_cost=49488.226
INFO [040/334] 2025-03-12 solved: price_mean=0.7662 plan_kWh=79253.660 emergency_kWh=226.024 total_cost=49791.367
INFO [041/334] 2025-03-13 solved: price_mean=0.7662 plan_kWh=78456.494 emergency_kWh=1381.977 total_cost=53337.070
INFO [042/334] 2025-03-14 solved: price_mean=0.7662 plan_kWh=78183.017 emergency_kWh=0.000 total_cost=48175.270
INFO [043/334] 2025-03-15 solved: price_mean=0.7662 plan_kWh=77517.066 emergency_kWh=9.053 total_cost=47716.972
INFO [044/334] 2025-03-16 solved: price_mean=0.7662 plan_kWh=76964.135 emergency_kWh=139.875 total_cost=47826.572
INFO [045/334] 2025-03-17 solved: price_mean=0.7662 plan_kWh=76574.194 emergency_kWh=172.064 total_cost=47831.960
INFO [046/334] 2025-03-18 solved: price_mean=0.7662 plan_kWh=76606.504 emergency_kWh=98.580 total_cost=47278.922
INFO [047/334] 2025-03-19 solved: price_mean=0.7662 plan_kWh=76627.248 emergency_kWh=63.914 total_cost=47189.498
INFO [048/334] 2025-03-20 solved: price_mean=0.7662 plan_kWh=76168.549 emergency_kWh=207.401 total_cost=47705.231
INFO [049/334] 2025-03-21 solved: price_mean=0.7662 plan_kWh=75815.070 emergency_kWh=0.000 total_cost=46441.604
INFO [050/334] 2025-03-22 solved: price_mean=0.7662 plan_kWh=75099.759 emergency_kWh=9.078 total_cost=45979.600
INFO [051/334] 2025-03-23 solved: price_mean=0.7662 plan_kWh=74302.084 emergency_kWh=218.156 total_cost=46320.842
INFO [052/334] 2025-03-24 solved: price_mean=0.7662 plan_kWh=73582.447 emergency_kWh=187.957 total_cost=45367.458
INFO [053/334] 2025-03-25 solved: price_mean=0.7662 plan_kWh=73615.168 emergency_kWh=445.183 total_cost=46664.039
INFO [054/334] 2025-03-26 solved: price_mean=0.7662 plan_kWh=73856.085 emergency_kWh=154.801 total_cost=45542.133
INFO [055/334] 2025-03-27 solved: price_mean=0.7662 plan_kWh=73039.614 emergency_kWh=279.629 total_cost=45408.818
INFO [056/334] 2025-03-28 solved: price_mean=0.7662 plan_kWh=72674.994 emergency_kWh=0.000 total_cost=44297.860
INFO [057/334] 2025-03-29 solved: price_mean=0.7662 plan_kWh=72188.713 emergency_kWh=0.000 total_cost=43939.066
INFO [058/334] 2025-03-30 solved: price_mean=0.7662 plan_kWh=71628.966 emergency_kWh=312.275 total_cost=44454.554
INFO [059/334] 2025-03-31 solved: price_mean=0.7662 plan_kWh=71166.629 emergency_kWh=131.974 total_cost=43556.638
INFO [060/334] 2025-04-01 solved: price_mean=0.7662 plan_kWh=71215.372 emergency_kWh=912.584 total_cost=45681.809
INFO [061/334] 2025-04-02 solved: price_mean=0.7662 plan_kWh=71487.368 emergency_kWh=665.673 total_cost=46156.442
INFO [062/334] 2025-04-03 solved: price_mean=0.7662 plan_kWh=70798.737 emergency_kWh=327.310 total_cost=43939.165
INFO [063/334] 2025-04-04 solved: price_mean=0.7662 plan_kWh=70171.231 emergency_kWh=0.000 total_cost=42437.126
INFO [064/334] 2025-04-05 solved: price_mean=0.7662 plan_kWh=69415.698 emergency_kWh=0.000 total_cost=41913.546
INFO [065/334] 2025-04-06 solved: price_mean=0.7662 plan_kWh=68911.827 emergency_kWh=231.650 total_cost=42471.037
INFO [066/334] 2025-04-07 solved: price_mean=0.7662 plan_kWh=68371.180 emergency_kWh=194.951 total_cost=41737.435
INFO [067/334] 2025-04-08 solved: price_mean=0.7662 plan_kWh=68426.619 emergency_kWh=203.251 total_cost=41929.379
INFO [068/334] 2025-04-09 solved: price_mean=0.7662 plan_kWh=68472.397 emergency_kWh=427.964 total_cost=42506.956
INFO [069/334] 2025-04-10 solved: price_mean=0.7662 plan_kWh=68104.991 emergency_kWh=348.656 total_cost=42371.649
INFO [070/334] 2025-04-11 solved: price_mean=0.7662 plan_kWh=67664.917 emergency_kWh=0.000 total_cost=40678.125
INFO [071/334] 2025-04-12 solved: price_mean=0.7662 plan_kWh=67098.573 emergency_kWh=0.000 total_cost=40312.060
INFO [072/334] 2025-04-13 solved: price_mean=0.7662 plan_kWh=66781.855 emergency_kWh=209.189 total_cost=40872.900
INFO [073/334] 2025-04-14 solved: price_mean=0.7662 plan_kWh=66157.804 emergency_kWh=361.034 total_cost=40925.460
INFO [074/334] 2025-04-15 solved: price_mean=0.7662 plan_kWh=66222.971 emergency_kWh=194.660 total_cost=40621.091
INFO [075/334] 2025-04-16 solved: price_mean=0.7662 plan_kWh=66287.144 emergency_kWh=511.463 total_cost=41293.866
INFO [076/334] 2025-04-17 solved: price_mean=0.7662 plan_kWh=65753.032 emergency_kWh=120.865 total_cost=39762.525
INFO [077/334] 2025-04-18 solved: price_mean=0.7662 plan_kWh=65555.951 emergency_kWh=0.000 total_cost=39158.514
INFO [078/334] 2025-04-19 solved: price_mean=0.7662 plan_kWh=65174.553 emergency_kWh=0.000 total_cost=38888.475
INFO [079/334] 2025-04-20 solved: price_mean=0.7662 plan_kWh=64813.779 emergency_kWh=125.582 total_cost=38943.992
INFO [080/334] 2025-04-21 solved: price_mean=0.7662 plan_kWh=64115.252 emergency_kWh=342.218 total_cost=39148.459
INFO [081/334] 2025-04-22 solved: price_mean=0.7662 plan_kWh=64153.195 emergency_kWh=328.249 total_cost=39255.737
INFO [082/334] 2025-04-23 solved: price_mean=0.7662 plan_kWh=64277.271 emergency_kWh=496.606 total_cost=39760.360
INFO [083/334] 2025-04-24 solved: price_mean=0.7662 plan_kWh=64010.680 emergency_kWh=185.169 total_cost=38832.170
INFO [084/334] 2025-04-25 solved: price_mean=0.7662 plan_kWh=63678.571 emergency_kWh=0.000 total_cost=37821.660
INFO [085/334] 2025-04-26 solved: price_mean=0.7662 plan_kWh=63146.118 emergency_kWh=0.000 total_cost=37482.128
INFO [086/334] 2025-04-27 solved: price_mean=0.7662 plan_kWh=62889.358 emergency_kWh=232.962 total_cost=37823.055
INFO [087/334] 2025-04-28 solved: price_mean=0.7662 plan_kWh=62400.963 emergency_kWh=2478.130 total_cost=44722.513
INFO [088/334] 2025-04-29 solved: price_mean=0.7662 plan_kWh=62800.114 emergency_kWh=148.397 total_cost=37803.616
INFO [089/334] 2025-04-30 solved: price_mean=0.7662 plan_kWh=62839.535 emergency_kWh=456.992 total_cost=38626.606
INFO [090/334] 2025-05-01 solved: price_mean=0.7662 plan_kWh=62780.384 emergency_kWh=2240.691 total_cost=47476.341
INFO [091/334] 2025-05-02 solved: price_mean=0.7662 plan_kWh=62596.189 emergency_kWh=0.000 total_cost=37038.415
INFO [092/334] 2025-05-03 solved: price_mean=0.7662 plan_kWh=61972.627 emergency_kWh=18.392 total_cost=36703.472
INFO [093/334] 2025-05-04 solved: price_mean=0.7662 plan_kWh=61312.461 emergency_kWh=2635.897 total_cost=47305.714
INFO [094/334] 2025-05-05 solved: price_mean=0.7662 plan_kWh=61128.140 emergency_kWh=2479.345 total_cost=47043.966
INFO [095/334] 2025-05-06 solved: price_mean=0.7662 plan_kWh=61553.256 emergency_kWh=2156.112 total_cost=45740.651
INFO [096/334] 2025-05-07 solved: price_mean=0.7662 plan_kWh=61750.530 emergency_kWh=2051.333 total_cost=46022.995
INFO [097/334] 2025-05-08 solved: price_mean=0.7662 plan_kWh=61734.538 emergency_kWh=2576.108 total_cost=47333.214
INFO [098/334] 2025-05-09 solved: price_mean=0.7662 plan_kWh=61981.516 emergency_kWh=0.000 total_cost=36930.970
INFO [099/334] 2025-05-10 solved: price_mean=0.7662 plan_kWh=61711.366 emergency_kWh=0.000 total_cost=36762.942
INFO [100/334] 2025-05-11 solved: price_mean=0.7662 plan_kWh=60927.169 emergency_kWh=2190.549 total_cost=45703.112
INFO [101/334] 2025-05-12 solved: price_mean=0.7662 plan_kWh=61084.889 emergency_kWh=2062.304 total_cost=43413.567
INFO [102/334] 2025-05-13 solved: price_mean=0.7662 plan_kWh=61547.220 emergency_kWh=787.494 total_cost=39997.592
INFO [103/334] 2025-05-14 solved: price_mean=0.7662 plan_kWh=61691.643 emergency_kWh=943.457 total_cost=40295.946
INFO [104/334] 2025-05-15 solved: price_mean=0.7662 plan_kWh=61730.257 emergency_kWh=834.512 total_cost=40158.196
INFO [105/334] 2025-05-16 solved: price_mean=0.7662 plan_kWh=61800.130 emergency_kWh=0.000 total_cost=37097.696
INFO [106/334] 2025-05-17 solved: price_mean=0.7662 plan_kWh=61645.915 emergency_kWh=3.562 total_cost=37013.238
